	CT	CT	CT	CT	CT	CT	CT	CT	CT	CT	CT	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP
1367654_at	864.948035	627.665928	635.8580819	553.8587992	589.3244666	651.6152635	605.3378696	603.1739248	599.1926624	518.5962577	539.6784147	864.948035	627.665928	635.8580819	553.8587992	589.3244666	651.6152635	605.3378696	603.1739248	599.1926624	518.5962577	539.6784147
1367655_at	703.171803	417.0790983	444.0813041	339.1322102	424.2599501	449.27065	426.1851659	402.8543422	397.4246007	369.6890019	314.0916374	703.171803	417.0790983	444.0813041	339.1322102	424.2599501	449.27065	426.1851659	402.8543422	397.4246007	369.6890019	314.0916374
1367656_at	745.5478223	920.6659766	939.5726345	969.7478372	912.3086338	898.9002463	928.8979617	915.7219858	912.3197588	954.0511317	948.4224941	745.5478223	920.6659766	939.5726345	969.7478372	912.3086338	898.9002463	928.8979617	915.7219858	912.3197588	954.0511317	948.4224941
1367657_at	3827.976169	3251.191617	2341.211443	2781.624237	2705.845934	3185.169166	2895.609298	2972.902098	2742.666581	2683.353338	2654.480695	3827.976169	3251.191617	2341.211443	2781.624237	2705.845934	3185.169166	2895.609298	2972.902098	2742.666581	2683.353338	2654.480695
1367658_at	284.2032687	159.9257153	273.4307833	188.0805097	246.5193169	204.1748524	214.8956339	201.5482452	212.9757912	189.73166	194.481496	284.2032687	159.9257153	273.4307833	188.0805097	246.5193169	204.1748524	214.8956339	201.5482452	212.9757912	189.73166	194.481496
1367659_s_at	412.7024783	1274.917266	431.5824082	1142.686055	715.9472242	943.0912321	851.2307636	869.5015518	775.1707722	929.1165331	972.3498957	412.7024783	1274.917266	431.5824082	1142.686055	715.9472242	943.0912321	851.2307636	869.5015518	775.1707722	929.1165331	972.3498957
1367660_at	161.3213065	91.84992959	289.9961044	182.4319614	222.810028	147.8160522	189.7280266	182.2599046	195.3870439	193.6509157	200.2490316	161.3213065	91.84992959	289.9961044	182.4319614	222.810028	147.8160522	189.7280266	182.2599046	195.3870439	193.6509157	200.2490316
1367661_at	4342.20327	2056.724271	373.9620808	516.3639485	767.278373	1968.373528	1643.529576	1214.560909	770.341519	437.4790405	124.9413153	4342.20327	2056.724271	373.9620808	516.3639485	767.278373	1968.373528	1643.529576	1214.560909	770.341519	437.4790405	124.9413153
1367662_at	569.2006502	1289.058751	596.0749799	1225.616206	848.2036031	1058.78345	961.4503372	1017.634031	882.785826	995.8267383	1092.012844	569.2006502	1289.058751	596.0749799	1225.616206	848.2036031	1058.78345	961.4503372	1017.634031	882.785826	995.8267383	1092.012844
1367663_at	1405.111743	1661.393429	610.70833	1295.610021	962.6939012	1385.162012	1204.498005	1176.51075	968.8048954	1056.930692	1075.072908	1405.111743	1661.393429	610.70833	1295.610021	962.6939012	1385.162012	1204.498005	1176.51075	968.8048954	1056.930692	1075.072908
1367664_at	246.6854157	154.7498626	17.64545406	28.37748981	34.17592773	128.0509617	82.64031549	64.73816903	40.85586515	22.45251631	12.75434418	246.6854157	154.7498626	17.64545406	28.37748981	34.17592773	128.0509617	82.64031549	64.73816903	40.85586515	22.45251631	12.75434418
1367665_at	162.0148271	91.14802299	17.54180288	22.06353004	25.33502914	75.97196716	59.49031872	44.20493982	27.60082384	20.05710321	13.79782858	162.0148271	91.14802299	17.54180288	22.06353004	25.33502914	75.97196716	59.49031872	44.20493982	27.60082384	20.05710321	13.79782858
1367666_at	2999.745515	1712.579331	2248.798029	1590.059511	2024.568333	1945.954047	2022.196557	1918.835091	1937.328349	1732.770964	1682.515143	2999.745515	1712.579331	2248.798029	1590.059511	2024.568333	1945.954047	2022.196557	1918.835091	1937.328349	1732.770964	1682.515143
1367667_at	994.6610567	3007.644104	1450.860325	2806.519912	2125.604823	2478.794968	2368.453165	2508.143446	2284.997709	2633.036698	2737.87811	994.6610567	3007.644104	1450.860325	2806.519912	2125.604823	2478.794968	2368.453165	2508.143446	2284.997709	2633.036698	2737.87811
1367668_a_at	4715.835295	2151.369133	5216.119663	3142.841693	4379.560264	3249.378092	3637.837832	3624.359949	4246.663072	3794.366037	3594.747382	4715.835295	2151.369133	5216.119663	3142.841693	4379.560264	3249.378092	3637.837832	3624.359949	4246.663072	3794.366037	3594.747382
1367669_a_at	487.8441112	618.7273389	562.7027911	643.4391658	564.6558891	581.6865101	576.98408	584.4831064	556.1063606	614.938925	612.1339169	487.8441112	618.7273389	562.7027911	643.4391658	564.6558891	581.6865101	576.98408	584.4831064	556.1063606	614.938925	612.1339169
1367670_at	425.3875373	976.9624251	663.5498002	1010.976822	785.4550765	848.4375547	839.8172333	847.4821334	796.1692804	902.5419	920.4730849	425.3875373	976.9624251	663.5498002	1010.976822	785.4550765	848.4375547	839.8172333	847.4821334	796.1692804	902.5419	920.4730849
1367671_at	1078.714809	762.5196088	689.78488	605.1468035	694.8031322	768.4471959	747.7147386	694.3235016	657.6870649	604.9066318	580.5794012	1078.714809	762.5196088	689.78488	605.1468035	694.8031322	768.4471959	747.7147386	694.3235016	657.6870649	604.9066318	580.5794012
1367672_at	570.401307	1962.516888	789.7044768	1856.920281	1274.461574	1568.611622	1461.611981	1487.941919	1354.56373	1607.925745	1632.138012	570.401307	1962.516888	789.7044768	1856.920281	1274.461574	1568.611622	1461.611981	1487.941919	1354.56373	1607.925745	1632.138012
1367673_at	901.0676867	1404.59534	370.9439793	1094.709827	707.1584019	1061.75648	926.2283017	917.8218188	757.2263665	840.4884811	904.7087589	901.0676867	1404.59534	370.9439793	1094.709827	707.1584019	1061.75648	926.2283017	917.8218188	757.2263665	840.4884811	904.7087589
1367674_at	415.2450483	428.3236725	354.134459	384.1335435	369.8552268	383.5612547	392.1223738	373.2339665	354.1186102	364.5319859	364.4235428	415.2450483	428.3236725	354.134459	384.1335435	369.8552268	383.5612547	392.1223738	373.2339665	354.1186102	364.5319859	364.4235428
1367675_at	338.8583716	353.0843862	136.3996393	246.6146379	184.7277205	289.5233741	253.1332612	223.3673315	186.4544888	194.2288883	192.5748853	338.8583716	353.0843862	136.3996393	246.6146379	184.7277205	289.5233741	253.1332612	223.3673315	186.4544888	194.2288883	192.5748853
1367676_at	669.0294414	346.7442677	175.7638952	161.2913579	195.4417814	327.510179	285.3799103	239.3215786	191.5615412	148.257144	123.0721144	669.0294414	346.7442677	175.7638952	161.2913579	195.4417814	327.510179	285.3799103	239.3215786	191.5615412	148.257144	123.0721144
1367677_at	951.0242986	1143.616433	965.3120059	1140.381055	1030.463129	1056.900722	1064.79695	1057.594856	1034.573816	1088.884845	1071.282019	951.0242986	1143.616433	965.3120059	1140.381055	1030.463129	1056.900722	1064.79695	1057.594856	1034.573816	1088.884845	1071.282019
1367678_at	969.7046621	1245.013071	1228.759784	1329.575445	1226.492937	1180.329632	1213.758434	1236.428141	1263.597619	1294.439412	1330.803649	969.7046621	1245.013071	1228.759784	1329.575445	1226.492937	1180.329632	1213.758434	1236.428141	1263.597619	1294.439412	1330.803649
1367679_at	3690.771676	1929.20534	401.6370983	713.9007165	819.7544525	1817.201331	1476.438829	1210.301089	850.09641	649.7379427	381.7975671	3690.771676	1929.20534	401.6370983	713.9007165	819.7544525	1817.201331	1476.438829	1210.301089	850.09641	649.7379427	381.7975671
1367680_at	714.9162005	2279.8966	1042.212379	2148.925239	1542.248103	1849.898712	1697.442613	1799.290562	1612.07962	1859.918384	2000.787856	714.9162005	2279.8966	1042.212379	2148.925239	1542.248103	1849.898712	1697.442613	1799.290562	1612.07962	1859.918384	2000.787856
1367681_at	1263.344048	893.3497008	479.0055575	555.0640355	570.5114582	799.8976796	731.17114	643.3177322	546.9366096	517.5513646	450.2416128	1263.344048	893.3497008	479.0055575	555.0640355	570.5114582	799.8976796	731.17114	643.3177322	546.9366096	517.5513646	450.2416128
1367682_at	178.9518768	124.6739535	249.0115734	184.0013704	214.5829547	160.8202536	180.5330327	188.8066863	192.0206175	193.0153824	194.1900177	178.9518768	124.6739535	249.0115734	184.0013704	214.5829547	160.8202536	180.5330327	188.8066863	192.0206175	193.0153824	194.1900177
1367683_at	251.9015202	445.1663413	193.4417866	376.9094921	258.4233718	358.6010423	315.394553	319.9849352	280.2488084	314.0889372	329.1889994	251.9015202	445.1663413	193.4417866	376.9094921	258.4233718	358.6010423	315.394553	319.9849352	280.2488084	314.0889372	329.1889994
1367684_at	6.728644611	8.562963564	7.030646531	7.630686484	7.791731963	6.968753577	7.502828341	7.336771071	7.306066429	8.096081804	7.593400826	6.728644611	8.562963564	7.030646531	7.630686484	7.791731963	6.968753577	7.502828341	7.336771071	7.306066429	8.096081804	7.593400826
1367685_at	5019.018443	3695.335172	3831.4911	3621.519699	3889.809426	3918.585492	3929.29455	3827.860934	3780.915753	3779.277723	3611.943865	5019.018443	3695.335172	3831.4911	3621.519699	3889.809426	3918.585492	3929.29455	3827.860934	3780.915753	3779.277723	3611.943865
1367686_at	1458.986969	2202.936706	1262.64026	2022.419251	1632.212638	1966.341081	1824.502896	1874.660407	1774.117525	1869.500621	1951.312543	1458.986969	2202.936706	1262.64026	2022.419251	1632.212638	1966.341081	1824.502896	1874.660407	1774.117525	1869.500621	1951.312543
1367687_a_at	976.414508	602.7863591	682.5787235	569.5631795	630.3056532	673.1549468	636.3756232	621.2563195	592.7959892	550.1640429	520.5430071	976.414508	602.7863591	682.5787235	569.5631795	630.3056532	673.1549468	636.3756232	621.2563195	592.7959892	550.1640429	520.5430071
1367688_at	118.9434635	147.6962937	111.0706601	144.2334289	118.3679031	126.293143	122.1911168	118.6171172	109.5306695	112.6804097	120.5092686	118.9434635	147.6962937	111.0706601	144.2334289	118.3679031	126.293143	122.1911168	118.6171172	109.5306695	112.6804097	120.5092686
1367689_a_at	883.8821784	1956.407993	541.8102757	1659.023405	1070.953281	1547.955239	1378.280147	1413.515891	1212.976174	1383.776021	1532.907602	883.8821784	1956.407993	541.8102757	1659.023405	1070.953281	1547.955239	1378.280147	1413.515891	1212.976174	1383.776021	1532.907602
1367690_at	772.5023248	1157.651909	571.6984715	1000.007889	790.3864168	942.0227387	863.4081178	864.4546126	784.1058606	825.2138658	878.8227437	772.5023248	1157.651909	571.6984715	1000.007889	790.3864168	942.0227387	863.4081178	864.4546126	784.1058606	825.2138658	878.8227437
1367691_at	818.7893662	1318.901835	521.9596147	1087.373838	815.2395169	1067.195047	965.0692208	973.1578179	812.4026178	916.9986787	967.8266959	818.7893662	1318.901835	521.9596147	1087.373838	815.2395169	1067.195047	965.0692208	973.1578179	812.4026178	916.9986787	967.8266959
1367692_at	7.404406573	7.167747961	7.411570645	7.286037084	7.36150071	6.842019771	6.877586681	7.23598121	7.453098528	7.431029335	7.152728792	7.404406573	7.167747961	7.411570645	7.286037084	7.36150071	6.842019771	6.877586681	7.23598121	7.453098528	7.431029335	7.152728792
1367693_at	3696.724386	1575.648103	5871.768298	3340.519609	4526.532271	2953.601663	3723.574581	3747.361415	4312.847627	3996.613813	3916.342248	3696.724386	1575.648103	5871.768298	3340.519609	4526.532271	2953.601663	3723.574581	3747.361415	4312.847627	3996.613813	3916.342248
1367694_at	1046.578488	1433.460266	994.9179736	1387.771291	1140.903226	1318.874525	1248.957121	1252.210293	1187.543684	1301.225336	1302.683982	1046.578488	1433.460266	994.9179736	1387.771291	1140.903226	1318.874525	1248.957121	1252.210293	1187.543684	1301.225336	1302.683982
1367695_at	1025.824727	1862.107453	2219.69445	2247.193561	2120.628742	1858.603357	1998.074537	2022.186666	2113.050613	2175.488067	2261.791045	1025.824727	1862.107453	2219.69445	2247.193561	2120.628742	1858.603357	1998.074537	2022.186666	2113.050613	2175.488067	2261.791045
1367696_at	936.5792707	558.8399345	158.6435133	241.5994432	245.3988685	498.561666	415.5750606	346.1014799	241.1871011	198.797487	151.881966	936.5792707	558.8399345	158.6435133	241.5994432	245.3988685	498.561666	415.5750606	346.1014799	241.1871011	198.797487	151.881966
1367697_at	448.2866888	623.7563141	365.6392703	533.0826237	423.9844808	513.8885229	478.4895765	490.9121318	421.0228433	450.3767515	487.6274451	448.2866888	623.7563141	365.6392703	533.0826237	423.9844808	513.8885229	478.4895765	490.9121318	421.0228433	450.3767515	487.6274451
1367698_a_at	261.6509115	243.5744179	141.2035094	182.4981825	169.6306812	218.6073766	184.621009	184.055769	159.1227524	155.3330483	158.7369511	261.6509115	243.5744179	141.2035094	182.4981825	169.6306812	218.6073766	184.621009	184.055769	159.1227524	155.3330483	158.7369511
1367699_at	154.4721135	109.5418789	90.50850901	85.60997498	91.41268635	96.97519653	97.16549023	87.61692344	87.44250299	85.8401471	80.29406161	154.4721135	109.5418789	90.50850901	85.60997498	91.41268635	96.97519653	97.16549023	87.61692344	87.44250299	85.8401471	80.29406161
1367700_at	295.6047658	142.2240422	82.51590944	72.49896626	85.27352288	131.6733418	122.1177594	100.2930908	88.15488292	68.27199623	56.314771	295.6047658	142.2240422	82.51590944	72.49896626	85.27352288	131.6733418	122.1177594	100.2930908	88.15488292	68.27199623	56.314771
1367701_at	1593.735063	771.0028521	254.777919	267.7438845	358.3437707	742.0686976	598.6268525	459.4068564	342.5322717	238.5397655	148.3991965	1593.735063	771.0028521	254.777919	267.7438845	358.3437707	742.0686976	598.6268525	459.4068564	342.5322717	238.5397655	148.3991965
1367702_at	722.5890642	2501.761845	975.8743446	2435.711783	1619.849669	2075.031096	1883.743859	1977.530641	1742.991956	2044.783371	2190.55742	722.5890642	2501.761845	975.8743446	2435.711783	1619.849669	2075.031096	1883.743859	1977.530641	1742.991956	2044.783371	2190.55742
1367703_at	7.12998043	9.025677766	6.998776529	7.433914273	7.122266828	7.815962634	6.975203757	7.503172328	7.825314893	8.800884777	8.300734473	7.12998043	9.025677766	6.998776529	7.433914273	7.122266828	7.815962634	6.975203757	7.503172328	7.825314893	8.800884777	8.300734473
1367704_at	611.242868	382.5893431	711.6050853	472.0747739	572.839265	470.2162553	513.7996048	531.9567289	555.3649668	521.3347486	546.8974171	611.242868	382.5893431	711.6050853	472.0747739	572.839265	470.2162553	513.7996048	531.9567289	555.3649668	521.3347486	546.8974171
1367705_at	243.1545811	326.6766039	345.2848628	369.7927603	321.531183	315.1803172	337.5635429	327.4980762	316.4126093	345.7753002	343.1568747	243.1545811	326.6766039	345.2848628	369.7927603	321.531183	315.1803172	337.5635429	327.4980762	316.4126093	345.7753002	343.1568747
1367706_at	997.0168359	1091.083156	1560.907851	1349.491421	1398.326233	1160.856084	1307.235678	1261.769182	1316.416361	1345.326278	1363.185388	997.0168359	1091.083156	1560.907851	1349.491421	1398.326233	1160.856084	1307.235678	1261.769182	1316.416361	1345.326278	1363.185388
1367707_at	327.6169593	369.6392697	155.5897264	275.8251295	218.0775787	298.5802144	266.0750219	249.590488	212.2960239	218.5013694	236.6617831	327.6169593	369.6392697	155.5897264	275.8251295	218.0775787	298.5802144	266.0750219	249.590488	212.2960239	218.5013694	236.6617831
1367708_a_at	1117.009562	1214.802246	714.5432486	1052.125139	882.4824049	1079.619546	1005.316567	996.5934132	907.5015782	953.4999065	935.3750689	1117.009562	1214.802246	714.5432486	1052.125139	882.4824049	1079.619546	1005.316567	996.5934132	907.5015782	953.4999065	935.3750689
1367709_at	1615.950103	1234.781715	951.361834	985.500728	1025.218557	1196.899453	1155.977782	1080.65963	1027.048244	961.6378569	923.0363065	1615.950103	1234.781715	951.361834	985.500728	1025.218557	1196.899453	1155.977782	1080.65963	1027.048244	961.6378569	923.0363065
1367710_at	597.3219261	755.790272	338.3991586	595.3725169	439.9649614	604.1547339	568.7732947	552.6500192	468.432492	510.4376263	513.0697232	597.3219261	755.790272	338.3991586	595.3725169	439.9649614	604.1547339	568.7732947	552.6500192	468.432492	510.4376263	513.0697232
1367711_at	1952.865567	1825.584349	2148.692912	2001.758775	2069.728969	1931.748677	2002.609323	1988.018233	2055.045045	1921.099709	1956.88691	1952.865567	1825.584349	2148.692912	2001.758775	2069.728969	1931.748677	2002.609323	1988.018233	2055.045045	1921.099709	1956.88691
1367712_at	252.7260378	176.9502462	41.92482799	57.36450984	58.94972891	138.4636116	103.0123566	92.58328933	56.44302434	56.50140454	40.44939428	252.7260378	176.9502462	41.92482799	57.36450984	58.94972891	138.4636116	103.0123566	92.58328933	56.44302434	56.50140454	40.44939428
1367713_at	482.7163798	450.4964818	442.9543869	452.7129394	438.0852522	447.5050993	450.4590346	443.3073589	420.5121644	428.0326042	420.9286134	482.7163798	450.4964818	442.9543869	452.7129394	438.0852522	447.5050993	450.4590346	443.3073589	420.5121644	428.0326042	420.9286134
1367714_at	182.5519113	161.323799	148.2607957	145.4457972	143.5346022	146.2170531	149.0911032	144.5434407	143.286247	138.6777461	136.1835496	182.5519113	161.323799	148.2607957	145.4457972	143.5346022	146.2170531	149.0911032	144.5434407	143.286247	138.6777461	136.1835496
1367715_at	313.8039854	451.5807876	122.2199807	301.9123558	193.3925087	313.3068082	260.9473337	268.5326059	210.4302687	232.138431	240.4694706	313.8039854	451.5807876	122.2199807	301.9123558	193.3925087	313.3068082	260.9473337	268.5326059	210.4302687	232.138431	240.4694706
1367716_at	538.9979288	345.1991826	886.0299018	585.2273846	741.8269071	510.8338617	607.0079578	610.9203829	680.7266352	647.1213821	649.3261234	538.9979288	345.1991826	886.0299018	585.2273846	741.8269071	510.8338617	607.0079578	610.9203829	680.7266352	647.1213821	649.3261234
1367717_at	5727.223371	4338.867568	3309.961774	3649.265345	3745.860455	4394.695862	4217.612117	3952.973681	3643.258321	3423.521774	3412.578701	5727.223371	4338.867568	3309.961774	3649.265345	3745.860455	4394.695862	4217.612117	3952.973681	3643.258321	3423.521774	3412.578701
1367718_at	196.595605	226.4921382	186.8206809	200.9796048	196.8383625	206.6684816	199.15724	194.983762	184.2548935	182.5772697	205.2164604	196.595605	226.4921382	186.8206809	200.9796048	196.8383625	206.6684816	199.15724	194.983762	184.2548935	182.5772697	205.2164604
1367719_at	836.8753506	729.5566578	768.8388593	709.6034094	740.777757	750.7755044	759.6835941	721.5117606	736.8630548	712.4238039	723.8170623	836.8753506	729.5566578	768.8388593	709.6034094	740.777757	750.7755044	759.6835941	721.5117606	736.8630548	712.4238039	723.8170623
1367720_at	394.1237282	1420.852088	497.332746	1356.446297	864.6859455	1128.130651	1010.676884	1065.397017	916.2262122	1090.224986	1176.574075	394.1237282	1420.852088	497.332746	1356.446297	864.6859455	1128.130651	1010.676884	1065.397017	916.2262122	1090.224986	1176.574075
1367721_at	754.4551665	839.2438848	428.7103996	657.1274259	569.0164625	722.9340837	659.2332087	652.566504	569.4613355	637.7996079	635.7617234	754.4551665	839.2438848	428.7103996	657.1274259	569.0164625	722.9340837	659.2332087	652.566504	569.4613355	637.7996079	635.7617234
1367722_at	266.7454462	168.9165937	231.6159846	176.7119846	203.2637579	183.6944879	197.5838928	186.3560244	184.1126562	171.766171	164.63087	266.7454462	168.9165937	231.6159846	176.7119846	203.2637579	183.6944879	197.5838928	186.3560244	184.1126562	171.766171	164.63087
1367723_a_at	426.8950087	311.6208602	146.0575824	189.381667	181.406247	267.2763633	240.6480565	218.0128587	183.2072893	154.7750638	149.9419306	426.8950087	311.6208602	146.0575824	189.381667	181.406247	267.2763633	240.6480565	218.0128587	183.2072893	154.7750638	149.9419306
1367724_a_at	976.6870495	792.5266103	344.3960648	531.5906112	478.9223941	702.5405421	626.3781362	566.0067	481.5853687	469.9834692	457.2222659	976.6870495	792.5266103	344.3960648	531.5906112	478.9223941	702.5405421	626.3781362	566.0067	481.5853687	469.9834692	457.2222659
1367725_at	177.8335792	187.8986456	147.0643922	166.4933806	159.2831616	164.0991342	164.635257	158.5822315	152.2272528	158.140967	159.403017	177.8335792	187.8986456	147.0643922	166.4933806	159.2831616	164.0991342	164.635257	158.5822315	152.2272528	158.140967	159.403017
1367726_at	211.79006	126.7602978	284.2106618	170.7003876	236.036568	163.9309947	186.4061433	188.1446894	217.1971664	197.0778816	194.1579997	211.79006	126.7602978	284.2106618	170.7003876	236.036568	163.9309947	186.4061433	188.1446894	217.1971664	197.0778816	194.1579997
1367727_at	284.4398147	228.1654836	289.0244486	241.5300823	267.6753263	246.2965578	258.5627426	240.9927345	248.041819	248.435757	249.3579595	284.4398147	228.1654836	289.0244486	241.5300823	267.6753263	246.2965578	258.5627426	240.9927345	248.041819	248.435757	249.3579595
1367728_at	172.5653532	151.6446149	206.1272911	177.6600176	185.7443459	164.7067733	173.499593	177.899572	188.1595482	169.465222	177.5259105	172.5653532	151.6446149	206.1272911	177.6600176	185.7443459	164.7067733	173.499593	177.899572	188.1595482	169.465222	177.5259105
1367729_at	1123.745758	3229.661796	1451.780219	3126.406856	2234.272094	2762.184191	2562.711177	2703.922254	2367.709169	2796.122779	2885.392885	1123.745758	3229.661796	1451.780219	3126.406856	2234.272094	2762.184191	2562.711177	2703.922254	2367.709169	2796.122779	2885.392885
1367730_at	474.6458975	733.3154323	512.5993509	723.3420511	584.2923647	628.7763983	625.2567189	627.598717	570.6266552	624.8869218	670.4185847	474.6458975	733.3154323	512.5993509	723.3420511	584.2923647	628.7763983	625.2567189	627.598717	570.6266552	624.8869218	670.4185847
1367731_at	964.5822639	542.7888234	911.4300664	623.9036527	738.2243591	654.9693244	696.4203223	647.0967631	677.7973121	669.8683403	634.6849134	964.5822639	542.7888234	911.4300664	623.9036527	738.2243591	654.9693244	696.4203223	647.0967631	677.7973121	669.8683403	634.6849134
1367732_at	576.4987464	382.9586375	309.2991991	261.5208018	313.0756373	372.9140771	360.0659549	327.6537053	287.0606322	278.0003488	248.0849054	576.4987464	382.9586375	309.2991991	261.5208018	313.0756373	372.9140771	360.0659549	327.6537053	287.0606322	278.0003488	248.0849054
1367733_at	1120.847913	584.7295238	1450.641528	880.7013943	1169.743247	860.1027188	997.385941	959.7357631	1099.146048	1031.899584	984.7707455	1120.847913	584.7295238	1450.641528	880.7013943	1169.743247	860.1027188	997.385941	959.7357631	1099.146048	1031.899584	984.7707455
1367734_at	756.3876758	438.0139518	483.5112316	362.9388808	455.8157795	479.0356222	487.0601669	432.284271	416.4538671	382.08192	371.5925384	756.3876758	438.0139518	483.5112316	362.9388808	455.8157795	479.0356222	487.0601669	432.284271	416.4538671	382.08192	371.5925384
1367735_at	404.2295759	1601.549917	555.702357	1507.828681	948.0720477	1271.201975	1139.297515	1175.726868	1020.217357	1217.766455	1294.602577	404.2295759	1601.549917	555.702357	1507.828681	948.0720477	1271.201975	1139.297515	1175.726868	1020.217357	1217.766455	1294.602577
1367736_at	1033.345499	750.5646081	1271.655677	940.7719589	1059.904496	879.6458176	994.7535405	933.5975604	1007.554369	950.7407111	948.7359358	1033.345499	750.5646081	1271.655677	940.7719589	1059.904496	879.6458176	994.7535405	933.5975604	1007.554369	950.7407111	948.7359358
1367737_at	575.1030552	903.4258666	515.8385872	850.8616769	632.6891704	746.2540986	677.2735364	699.7157543	651.5647784	677.8347424	698.991337	575.1030552	903.4258666	515.8385872	850.8616769	632.6891704	746.2540986	677.2735364	699.7157543	651.5647784	677.8347424	698.991337
1367738_at	189.8319478	136.6335295	139.6651524	115.133043	131.2389724	129.0629494	129.6181422	119.053119	119.6131231	110.2185207	114.4857153	189.8319478	136.6335295	139.6651524	115.133043	131.2389724	129.0629494	129.6181422	119.053119	119.6131231	110.2185207	114.4857153
1367739_at	181.1550549	118.6235287	36.18070316	50.5181452	53.84701777	89.09617968	83.93208759	68.13908097	48.8605439	45.87690188	36.68907861	181.1550549	118.6235287	36.18070316	50.5181452	53.84701777	89.09617968	83.93208759	68.13908097	48.8605439	45.87690188	36.68907861
1367740_at	1102.977285	431.4320779	2098.264762	1134.299611	1615.686952	922.7683714	1205.060852	1186.029678	1378.644843	1309.594142	1309.666369	1102.977285	431.4320779	2098.264762	1134.299611	1615.686952	922.7683714	1205.060852	1186.029678	1378.644843	1309.594142	1309.666369
1367741_at	339.7855303	608.2778319	322.3032602	564.6739039	433.4553388	506.7025076	476.5462716	479.8609796	431.3603981	461.7746205	494.637933	339.7855303	608.2778319	322.3032602	564.6739039	433.4553388	506.7025076	476.5462716	479.8609796	431.3603981	461.7746205	494.637933
1367742_at	35.99617673	28.91104252	40.52578108	31.14855778	34.83076099	30.03220976	34.0731782	29.40090904	33.03888034	30.33558262	33.29918687	35.99617673	28.91104252	40.52578108	31.14855778	34.83076099	30.03220976	34.0731782	29.40090904	33.03888034	30.33558262	33.29918687
1367743_at	51.99792936	49.26795592	71.76046647	58.85923045	60.44828325	47.46014575	55.11890341	54.89974954	54.35928072	51.61947026	57.97147027	51.99792936	49.26795592	71.76046647	58.85923045	60.44828325	47.46014575	55.11890341	54.89974954	54.35928072	51.61947026	57.97147027
1367744_at	291.0800104	190.4979458	209.6807649	158.6816198	191.8229022	207.4023992	200.7676016	176.9894364	177.2339861	164.9875885	165.7766719	291.0800104	190.4979458	209.6807649	158.6816198	191.8229022	207.4023992	200.7676016	176.9894364	177.2339861	164.9875885	165.7766719
1367745_at	313.4085029	211.1639974	429.5514737	316.5144212	373.8773234	273.1704105	322.4005235	317.4789584	342.6381231	335.7237386	344.2019634	313.4085029	211.1639974	429.5514737	316.5144212	373.8773234	273.1704105	322.4005235	317.4789584	342.6381231	335.7237386	344.2019634
1367746_a_at	227.0957713	170.3932424	151.7024209	143.1952279	158.1508182	161.0052027	156.9281308	149.2392481	146.1837992	147.3419312	138.365196	227.0957713	170.3932424	151.7024209	143.1952279	158.1508182	161.0052027	156.9281308	149.2392481	146.1837992	147.3419312	138.365196
1367747_at	556.5410618	311.7452746	859.8195385	502.1195975	678.3334232	444.6639828	569.1233872	528.1023345	609.295279	580.462466	576.0447222	556.5410618	311.7452746	859.8195385	502.1195975	678.3334232	444.6639828	569.1233872	528.1023345	609.295279	580.462466	576.0447222
1367748_at	258.6762172	358.5613202	275.5513139	354.2245256	304.7385639	314.7387257	309.285845	317.258695	292.6451189	311.1503221	330.6436065	258.6762172	358.5613202	275.5513139	354.2245256	304.7385639	314.7387257	309.285845	317.258695	292.6451189	311.1503221	330.6436065
1367749_at	250.282744	162.1704579	69.48249439	71.44884208	79.90080858	149.0870276	116.6308111	103.9561108	87.23123999	59.16961865	52.41608333	250.282744	162.1704579	69.48249439	71.44884208	79.90080858	149.0870276	116.6308111	103.9561108	87.23123999	59.16961865	52.41608333
1367750_at	247.0699833	297.1450787	210.2042169	265.7788248	232.563849	252.8070167	238.2135297	239.8261875	215.2774422	220.7400881	231.6673617	247.0699833	297.1450787	210.2042169	265.7788248	232.563849	252.8070167	238.2135297	239.8261875	215.2774422	220.7400881	231.6673617
1367751_at	135.5667821	155.4037104	167.0598384	170.3542203	166.7842765	151.5591637	159.1493439	157.5999248	167.3619101	173.9102283	169.6903699	135.5667821	155.4037104	167.0598384	170.3542203	166.7842765	151.5591637	159.1493439	157.5999248	167.3619101	173.9102283	169.6903699
1367752_at	145.7682232	183.5529353	127.6322935	168.8601393	153.4821363	156.3650401	154.2546137	148.1716718	142.6837266	168.8339519	154.349032	145.7682232	183.5529353	127.6322935	168.8601393	153.4821363	156.3650401	154.2546137	148.1716718	142.6837266	168.8339519	154.349032
1367753_at	78.58290404	88.22426793	51.91615552	76.52007554	58.60225861	71.73634403	71.0590335	70.68888778	57.53844162	64.37856318	66.83121406	78.58290404	88.22426793	51.91615552	76.52007554	58.60225861	71.73634403	71.0590335	70.68888778	57.53844162	64.37856318	66.83121406
1367754_s_at	126.3007594	1009.160718	300.9332927	981.8276352	571.612515	722.9363688	678.186449	708.0899766	616.605282	757.1115499	828.7547048	126.3007594	1009.160718	300.9332927	981.8276352	571.612515	722.9363688	678.186449	708.0899766	616.605282	757.1115499	828.7547048
